PMID,Genes,Mutations,Diseases,Chemicals,Species,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
26337149,No Data,No Data,No Data,CO2>MESH:D002245;water>MESH:D014867;Water>MESH:D014867;carbohydrate>MESH:D002241,No Data,"Bacterial abundance, processes and diversity responses to acidification at a coastal CO2 vent","Burrell TJ, Maas EW, Hulston DA, Law CS.",FEMS Microbiol Lett. 2015 Sep;362(18):fnv154. doi: 10.1093/femsle/fnv154. Epub 2015 Sep 3.,Burrell TJ,FEMS Microbiol Lett,2015,2015/09/05,,,10.1093/femsle/fnv154
12728359,No Data,No Data,haloalkaliphilic>No Data,NaCl>MESH:D012965;sodium>MESH:D012964;casamino acid>MESH:C017721;serine>MESH:D012694;l-lysine>MESH:D008239;l-histidine>MESH:D006639;l-arginine>MESH:D001120;pyruvate>MESH:D019289;proline>MESH:D011392;alanine>MESH:D000409;glycine>MESH:D005998;tryptophan>MESH:D014364;valine>MESH:D014633;acetate>MESH:D000085;acetyl-CoA>MESH:D000105;kanamycin>MESH:D007612;chloramphenicol>MESH:D002701;tetracycline>MESH:D013752;gentamycin>MESH:D005839,Tindallia californiensis>159292;yeast>4932;Tindallia magadiensis>69895;Tindallia>159292;ATCC BAA-393>159292;DSM 14871>159292,"Tindallia californiensis sp. nov., a new anaerobic, haloalkaliphilic, spore-forming acetogen isolated from Mono Lake in California","Pikuta EV, Hoover RB, Bej AK, Marsic D, Detkova EN, Whitman WB, Krader P.",Extremophiles. 2003 Aug;7(4):327-34. doi: 10.1007/s00792-003-0326-7. Epub 2003 May 1.,Pikuta EV,Extremophiles,2003,2003/05/03,,,10.1007/s00792-003-0326-7
18385928,No Data,No Data,Winnipegosis>No Data,hypersaline>-;NaCl>MESH:D012965,phototrophic bacteria>52958;phototrophic>52958;Congregibacter litoralis>393662,Novel halophilic aerobic anoxygenic phototrophs from a Canadian hypersaline spring system,"Csotonyi JT, Swiderski J, Stackebrandt E, Yurkov VV.",Extremophiles. 2008 Jul;12(4):529-39. doi: 10.1007/s00792-008-0156-8. Epub 2008 Apr 3.,Csotonyi JT,Extremophiles,2008,2008/04/04,,,10.1007/s00792-008-0156-8
22052561,No Data,No Data,alkaliphilic>No Data,p-nitrophenyl esters>-;p-nitrophenyl propionate>-,Chitinophaga pinensis>79329,"A novel, extremely alkaliphilic and cold-active esterase from Antarctic desert soil","Hu XP, Heath C, Taylor MP, Tuffin M, Cowan D.",Extremophiles. 2012 Jan;16(1):79-86. doi: 10.1007/s00792-011-0407-y. Epub 2011 Nov 4.,Hu XP,Extremophiles,2012,2011/11/05,,,10.1007/s00792-011-0407-y
19840102,No Data,No Data,No Data,water>MESH:D014867,No Data,Limits of life in hostile environments: no barriers to biosphere function?,"Williams JP, Hallsworth JE.",Environ Microbiol. 2009 Dec;11(12):3292-308. doi: 10.1111/j.1462-2920.2009.02079.x. Epub 2009 Oct 16.,Williams JP,Environ Microbiol,2009,2009/10/21,PMC2810447,,10.1111/j.1462-2920.2009.02079.x
29689924,No Data,No Data,vasa deferentia>MESH:C535984,No Data,Enchytraeus>6390;Turkey>9103;Enchytraeus polatdemiri>2175851;E. albidus>6390;Enchytraeus albidus>6390,"A new species of Enchytraeus (Enchytraeidae, Oligochaeta) from the profundal of Lake Van, the world's largest soda Lake (Turkey, East Anatolia)","Arslan N, Timm T, Rojo V, VizcaÍno A, Schmelz RM.",Zootaxa. 2018 Feb 21;4382(2):367-380. doi: 10.11646/zootaxa.4382.2.8.,Arslan N,Zootaxa,2018,2018/04/26,,,10.11646/zootaxa.4382.2.8
19625440,No Data,No Data,No Data,glucose>MESH:D005947;xylose>MESH:D014994;carbon>MESH:D002244;mannose>MESH:D008358;xylan>MESH:D014990;pyruvate>MESH:D019289;fructose>MESH:D005632;ribose>MESH:D012266;Casamino acids>MESH:C017721;mannitol>MESH:D008353;cellobiose>MESH:D002475;thiosulfate>MESH:D013885;sulfur>MESH:D013455;sulfide>MESH:D013440,Caldanaerovirga acetigignens>447595;enrichment culture>1566338;yeast>4932;Thermosediminibacter>291989;Thermosediminibacter oceani JW/IW-1228P>555079;Thermosediminibacter litoriperuensis>291989,"Caldanaerovirga acetigignens gen. nov., sp. nov., an anaerobic xylanolytic, alkalithermophilic bacterium isolated from Trego Hot Spring, Nevada, USA","Wagner ID, Ahmed S, Zhao W, Zhang CL, Romanek CS, Rohde M, Wiegel J.",Int J Syst Evol Microbiol. 2009 Nov;59(Pt 11):2685-91. doi: 10.1099/ijs.0.005207-0. Epub 2009 Jul 22.,Wagner ID,Int J Syst Evol Microbiol,2009,2009/07/24,,,10.1099/ijs.0.005207-0
16642262,No Data,No Data,deep-sea cold>MESH:D000067390 ; Epsilonproteobacteria>No Data,sulfate>MESH:D013431;methane>MESH:D008697;carbon>MESH:D002244;sulfur>MESH:D013455,No Data,Molecular phylogenetic and chemical analyses of the microbial mats in deep-sea cold seep sediments at the northeastern Japan Sea,"Arakawa S, Sato T, Sato R, Zhang J, Gamo T, Tsunogai U, Hirota A, Yoshida Y, Usami R, Inagaki F, Kato C.",Extremophiles. 2006 Aug;10(4):311-9. doi: 10.1007/s00792-005-0501-0. Epub 2006 Apr 27.,Arakawa S,Extremophiles,2006,2006/04/28,,,10.1007/s00792-005-0501-0
24297704,No Data,No Data,No Data,Daban Salt>-,Escherichia coli>562;E. coli>562;Halomonas elongata>2746;Alkalimonas amylolytica>152573;Vibrio parahaemolyticus>670;Vibrio cholerae>666,Cloning and identification of a novel NhaD-type Na+/H+ antiporter from metagenomic DNA of the halophilic bacteria in soil samples around Daban Salt Lake,"Zhang H, Wang Z, Wang L, Mu R, Zou Z, Yuan K, Wang Y, Wu H, Jiang J, Yang L.",Extremophiles. 2014 Jan;18(1):89-98. doi: 10.1007/s00792-013-0600-2. Epub 2013 Dec 3.,Zhang H,Extremophiles,2014,2013/12/04,,,10.1007/s00792-013-0600-2
9672687,No Data,No Data,hyperthermophilic archaeon>No Data,Sulfur>MESH:D013455;NaCl>MESH:D012965;Tryptophan>MESH:D014364;tetraether lipid>-;diether lipids>-,Pyrococcus horikoshii>53953;yeast>4932;Pyrococcus furiosus>2261;P. abyssi>29292;P. furiosus>2261;Pyrococcus>29292,"Pyrococcus horikoshii sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal vent at the Okinawa Trough","González JM, Masuchi Y, Robb FT, Ammerman JW, Maeder DL, Yanagibayashi M, Tamaoka J, Kato C.",Extremophiles. 1998 May;2(2):123-30. doi: 10.1007/s007920050051.,González JM,Extremophiles,1998,1998/07/22,,,10.1007/s007920050051
21479878,No Data,No Data,No Data,haloalkaliphilic sulfate>-;sulfide>MESH:D013440;sulfate>MESH:D013431;formate>MESH:C030544;H(2)>MESH:D003903;thiosulfate>MESH:D013885;SRB>-;sulfite>MESH:D013447,Desulfonatronum thioautotrophicum>617001;Desulfonatronum thiosulfatophilum>617002;Desulfonatronovibrio thiodismutans>617000;Desulfonatronovibrio magnus>698827;Desulfonatronum>617002;Desulfonatronovibrio>698827,"Culturable diversity of lithotrophic haloalkaliphilic sulfate-reducing bacteria in soda lakes and the description of Desulfonatronum thioautotrophicum sp. nov., Desulfonatronum thiosulfatophilum sp. nov., Desulfonatronovibrio thiodismutans sp. nov., and Desulfonatronovibrio magnus sp. nov","Sorokin DY, Tourova TP, Kolganova TV, Detkova EN, Galinski EA, Muyzer G.",Extremophiles. 2011 May;15(3):391-401. doi: 10.1007/s00792-011-0370-7. Epub 2011 Apr 11.,Sorokin DY,Extremophiles,2011,2011/04/12,PMC3084936,,10.1007/s00792-011-0370-7
27283019,No Data,No Data,Leonardo di>MESH:D003643,Illumina>-,uncultured bacterium>77133;green algae>3041,Profile of microbial communities on carbonate stones of the medieval church of San Leonardo di Siponto (Italy) by Illumina-based deep sequencing,"Chimienti G, Piredda R, Pepe G, van der Werf ID, Sabbatini L, Crecchio C, Ricciuti P, D'Erchia AM, Manzari C, Pesole G.",Appl Microbiol Biotechnol. 2016 Oct;100(19):8537-48. doi: 10.1007/s00253-016-7656-8. Epub 2016 Jun 9.,Chimienti G,Appl Microbiol Biotechnol,2016,2016/06/11,,,10.1007/s00253-016-7656-8
26791382,No Data,No Data,thermophilic archaea>No Data,SuaI>-;SK-1>-;N(4)>-;xyrose-tryptone solid medium>-,Sulfolobus acidocaldarius>2285;S. acidocaldarius>2285;strain SK-1>1305;shuttle vector>45197;S. islandicus>43080,Disruption of the gene encoding restriction endonuclease SuaI and development of a host-vector system for the thermoacidophilic archaeon Sulfolobus acidocaldarius,"Suzuki S, Kurosawa N.",Extremophiles. 2016 Mar;20(2):139-48. doi: 10.1007/s00792-016-0807-0. Epub 2016 Jan 20.,Suzuki S,Extremophiles,2016,2016/01/22,,,10.1007/s00792-016-0807-0
30656425,No Data,No Data,No Data,diethylaminoethyl>-;DEAE>-;water>MESH:D014867,Alicyclobacillus>61169;Alicyclobacillus sp>61169,Physico-chemical approach to adhesion of Alicyclobacillus cells and spores to model solid materials,"Strejc J, Kyselova L, Cadkova A, Potocar T, Branyik T.",Extremophiles. 2019 Mar;23(2):219-227. doi: 10.1007/s00792-019-01075-x. Epub 2019 Jan 17.,Strejc J,Extremophiles,2019,2019/01/19,,,10.1007/s00792-019-01075-x
22588563,No Data,No Data,alkaliphilic heliobacteria>No Data ; alkaliphilic>No Data ; neutrophilic heliobacteria>MESH:C564275,water>MESH:D014867;bacteriochlorophyll g>-;OH-chlorophyll>-;carotenoids>MESH:D002338;OH-diaponeurosporene glucosyl esters>-;carbon>MESH:D002244,Heliorestis acidaminivorans>553427;Candidatus Heliomonas lunata>553978;Heliorestis                         acidaminivorans>553427;HR10B>553427;Candidatus Heliomonas lunata'>553978;Heliorestis>553427,Amino acid-assimilating phototrophic heliobacteria from soda lake environments: Heliorestis acidaminivorans sp. nov. and 'Candidatus Heliomonas lunata',"Asao M, Takaichi S, Madigan MT.",Extremophiles. 2012 Jul;16(4):585-95. doi: 10.1007/s00792-012-0458-8. Epub 2012 May 16.,Asao M,Extremophiles,2012,2012/05/17,,,10.1007/s00792-012-0458-8
15332861,No Data,No Data,No Data,sesquiterpenoid>MESH:D012717;copper>MESH:D003300;metal>MESH:D008670;water>MESH:D014867;bisabolane sesquiterpenes>-;coumarin>MESH:C030123,No Data,Novel sesquiterpenoid matrix metalloproteinase-3 inhibitors from an acid mine waste extremophile,"Stierle AA, Stierle DB, Kemp K.",J Nat Prod. 2004 Aug;67(8):1392-5. doi: 10.1021/np049975d.,Stierle AA,J Nat Prod,2004,2004/08/31,,,10.1021/np049975d
23625082,No Data,No Data,No Data,No Data,algae>569578;Chloromonas nivalis>201319;Trebouxia asymmetrica>13787;Trebouxia erici>60131;Trebouxia glomerata>174040,The ice nucleation activity of extremophilic algae,"Kviderova J, Hajek J, Worland RM.",Cryo Letters. 2013 Mar-Apr;34(2):137-48.,Kviderova J,Cryo Letters,2013,2013/04/30,,,
18769867,No Data,No Data,No Data,nitrogen>MESH:D009584;glucose>MESH:D005947;oxygen>MESH:D010100;salt>MESH:D012492;chloride>MESH:D002712;nifH>-,Natronobacillus azotifigens>472978;Bacillus rRNA group 1>1386;Amphibacillus tropicus>173040,"Natronobacillus azotifigens gen. nov., sp. nov., an anaerobic diazotrophic haloalkaliphile from soda-rich habitats","Sorokin ID, Zadorina EV, Kravchenko IK, Boulygina ES, Tourova TP, Sorokin DY.",Extremophiles. 2008 Nov;12(6):819-27. doi: 10.1007/s00792-008-0188-0. Epub 2008 Sep 4.,Sorokin ID,Extremophiles,2008,2008/09/05,,,10.1007/s00792-008-0188-0
18452025,No Data,No Data,No Data,salt>MESH:D012492;hypersaline>-;acetate>MESH:D000085;nitrate>MESH:D009566;nitrite>MESH:D009573;N(2)O>MESH:D009609,enrichment cultures>1566732,Heterotrophic denitrification at extremely high salt and pH by haloalkaliphilic Gammaproteobacteria from hypersaline soda lakes,"Shapovalova AA, Khijniak TV, Tourova TP, Muyzer G, Sorokin DY.",Extremophiles. 2008 Sep;12(5):619-25. doi: 10.1007/s00792-008-0166-6. Epub 2008 May 2.,Shapovalova AA,Extremophiles,2008,2008/05/03,PMC2525850,,10.1007/s00792-008-0166-6
10741837,No Data,No Data,novel alkaliphilic organotrophic>MESH:C000657245,salts>MESH:D012492;nitrite>MESH:D009573,Halomonas magadii>150024;Halomonas>44933;Halomonas elongata>2746;Halomonas halodenitrificans>28252;Halomonas desiderata>52021;Halomonas cupida>44933,"Halomonas magadii sp. nov., a new member of the genus Halomonas, isolated from a soda lake of the East African Rift Valley","Duckworth AW, Grant WD, Jones BE, Meijer D, Márquez MC, Ventosa A.",Extremophiles. 2000 Feb;4(1):53-60. doi: 10.1007/s007920050007.,Duckworth AW,Extremophiles,2000,2000/03/31,,,10.1007/s007920050007
22367932,No Data,No Data,No Data,silica>MESH:D012822;phosphorus>MESH:D010758;nitrate>MESH:D009566,biota>131567;algae>569578;green algae>3041;yeast>4932;actinomycete>100235,Stratified distribution of nutrients and extremophile biota within freshwater ice covering the surface of Lake Baikal,"Bondarenko NA, Belykh OI, Golobokova LP, Artemyeva OV, Logacheva NF, Tikhonova IV, Lipko IA, Kostornova TY, Parfenova VV, Khodzher TV, Ahn TS, Zo YG.",J Microbiol. 2012 Feb;50(1):8-16. doi: 10.1007/s12275-012-1251-1. Epub 2012 Feb 27.,Bondarenko NA,J Microbiol,2012,2012/02/28,,,10.1007/s12275-012-1251-1
15316858,No Data,No Data,broth of alkaliphilic>No Data ; hydrolyzed galactomannan>No Data,SDS>MESH:D012967;glucomannan>MESH:C022901;oligosaccharides>MESH:D009844;monosaccharides>MESH:D009005,Bacillus sp. N16-5>122631,Characterization and gene cloning of a novel beta-mannanase from alkaliphilic Bacillus sp. N16-5,"Ma Y, Xue Y, Dou Y, Xu Z, Tao W, Zhou P.",Extremophiles. 2004 Dec;8(6):447-54. doi: 10.1007/s00792-004-0405-4. Epub 2004 Aug 14.,Ma Y,Extremophiles,2004,2004/08/19,,,10.1007/s00792-004-0405-4
27209523,No Data,No Data,Cold>MESH:D000067390,Lip10>-;Gly>MESH:D005998;Xaa>-;Ser>MESH:D012694;metal>MESH:D008670,Monascus ruber>89489;Escherichia coli BL21(DE3)>469008,"Cloning, expression and characterization of a novel cold-active and organic solvent-tolerant esterase from Monascus ruber M7","Guo H, Zhang Y, Shao Y, Chen W, Chen F, Li M.",Extremophiles. 2016 Jul;20(4):451-9. doi: 10.1007/s00792-016-0835-9. Epub 2016 May 21.,Guo H,Extremophiles,2016,2016/05/23,,,10.1007/s00792-016-0835-9
32321943,No Data,No Data,Alcolapia>No Data,sodium>MESH:D012964;silicate>MESH:D017640;NaSi7O13(OH)3>-;H2O>-;lacustrine>-;magadiite>MESH:C542338,flamingos>435638,"Animal bioturbation preserved in Pleistocene magadiite at Lake Magadi, Kenya Rift Valley, and its implications for the depositional environment of bedded magadiite","Buatois LA, Renaut RW, Owen RB, Behrensmeyer AK, Scott JJ.",Sci Rep. 2020 Apr 22;10(1):6794. doi: 10.1038/s41598-020-63505-7.,Buatois LA,Sci Rep,2020,2020/04/24,PMC7176717,,10.1038/s41598-020-63505-7
31048216,No Data,No Data,water deficit stress>MESH:D003681,chlorophyll>MESH:D002734;anthocyanin>MESH:D000872;proline>MESH:D011392;TCA>MESH:D014238,Cakile maritima>220483;C. maritima>220483,Recovery aptitude of the halophyte Cakile maritima upon water deficit stress release is sustained by extensive modulation of the leaf proteome,"Farhat N, Belghith I, Senkler J, Hichri S, Abdelly C, Braun HP, Debez A.",Ecotoxicol Environ Saf. 2019 Sep 15;179:198-211. doi: 10.1016/j.ecoenv.2019.04.072. Epub 2019 Apr 29.,Farhat N,Ecotoxicol Environ Saf,2019,2019/05/04,,,10.1016/j.ecoenv.2019.04.072
15127306,No Data,No Data,alkaliphilic>No Data ; alkaliphilic bacteria>MESH:C537702,salt>MESH:D012492;NaCl>MESH:D012965;carbonates>MESH:D002254;chlorides>MESH:D002712;ribose>MESH:D012266;xylose>MESH:D014994;glucose>MESH:D005947;mannose>MESH:D008358;fructose>MESH:D005632;sucrose>MESH:D013395;mannitol>MESH:D008353;acetate>MESH:D000085;ethanol>MESH:D000431;formate>MESH:C030544;H2>MESH:D003903;CO2>MESH:D002245,Alkalibacter saccharofermentans>235931;Strain Z>83561;Yeast>4932,"Anaerobic, alkaliphilic, saccharolytic bacterium Alkalibacter saccharofermentans gen. nov., sp. nov. from a soda lake in the Transbaikal region of Russia","Garnova ES, Zhilina TN, Tourova TP, Kostrikina NA, Zavarzin GA.",Extremophiles. 2004 Aug;8(4):309-16. doi: 10.1007/s00792-004-0390-7. Epub 2004 May 1.,Garnova ES,Extremophiles,2004,2004/05/06,,,10.1007/s00792-004-0390-7
11029415,No Data,No Data,alkaliphilic>No Data,Arg>MESH:D001120;Lys>MESH:D008239;starch>MESH:D013213;alpha-aminoisobutyric acid>MESH:C100049;ATP>MESH:D000255;RG21>-;SlpA>-,Bacillus pseudofirmus OF4>398511,Two-dimensional gel electrophoresis analyses of pH-dependent protein expression in facultatively alkaliphilic Bacillus pseudofirmus OF4 lead to characterization of an S-layer protein with a role in alkaliphily,"Gilmour R, Messner P, Guffanti AA, Kent R, Scheberl A, Kendrick N, Krulwich TA.",J Bacteriol. 2000 Nov;182(21):5969-81. doi: 10.1128/JB.182.21.5969-5981.2000.,Gilmour R,J Bacteriol,2000,2000/10/13,PMC94729,,10.1128/JB.182.21.5969-5981.2000
12932132,No Data,No Data,migraine>MESH:D008881,5-HT>MESH:D012701;tyrosine>MESH:D014443;sesquiterpenes>MESH:D012717,higher plants>3193,A novel 5-HT receptor ligand and related cytotoxic compounds from an acid mine waste extremophile,"Stierle AA, Stierle DB, Goldstein E, Parker K, Bugni T, Baarson C, Gress J, Blake D.",J Nat Prod. 2003 Aug;66(8):1097-100. doi: 10.1021/np030044w.,Stierle AA,J Nat Prod,2003,2003/08/23,,,10.1021/np030044w
27920761,No Data,No Data,extremophilic fungi>No Data ; genus Curvularia>MESH:D056304,saline>MESH:D012965;water>MESH:D014867;phenol>MESH:D019800;lignin>MESH:D008031,Curvularia lonarensis>1912045;Curvularia sp.>1715225;Curvularia pseudorobusta>554547,Diversity and Distribution of Phenol Oxidase Producing Fungi from Soda Lake and Description of Curvularia lonarensis sp. nov,"Sharma R, Prakash O, Sonawane MS, Nimonkar Y, Golellu PB, Sharma R.",Front Microbiol. 2016 Nov 22;7:1847. doi: 10.3389/fmicb.2016.01847. eCollection 2016.,Sharma R,Front Microbiol,2016,2016/12/07,PMC5118452,,10.3389/fmicb.2016.01847
15999222,No Data,No Data,No Data,oil>MESH:D009821;hydrocarbons>MESH:D006838;long-chain alkanes>-;n-C24>-;n-C34>-;pristane>MESH:C009042;(methyl-)naphthalenes>-;xylenes>MESH:D014992;carbon>MESH:D002244;o-xylene>MESH:C026114;methylnaphthalenes>-,mixed culture>1306155,Degradation of crude oil by an arctic microbial consortium,"Deppe U, Richnow HH, Michaelis W, Antranikian G.",Extremophiles. 2005 Dec;9(6):461-70. doi: 10.1007/s00792-005-0463-2. Epub 2005 Jul 6.,Deppe U,Extremophiles,2005,2005/07/07,,,10.1007/s00792-005-0463-2
17215355,No Data,No Data,No Data,water>MESH:D014867;NaCl solution>-,Haloarcula marismortui>2238;H. marismortui>2238;Escherichia coli>562,Neutron scattering reveals extremely slow cell water in a Dead Sea organism,"Tehei M, Franzetti B, Wood K, Gabel F, Fabiani E, Jasnin M, Zamponi M, Oesterhelt D, Zaccai G, Ginzburg M, Ginzburg BZ.",Proc Natl Acad Sci U S A. 2007 Jan 16;104(3):766-71. doi: 10.1073/pnas.0601639104. Epub 2007 Jan 10.,Tehei M,Proc Natl Acad Sci U S A,2007,2007/01/12,PMC1783388,,10.1073/pnas.0601639104
11699647,No Data,No Data,No Data,glycine>MESH:D005998,actinomycete>100235;Streptomyces>1928;Streptomyces sp. strai>133452;11AG8>133452;Escherichia coli>562;Streptomyces rochei>1928;Bacillus>1390;Bacillus amyloliquefaciens>1390;Bacillus subtilis>1423,Cloning and expression of an endocellulase gene from a novel streptomycete isolated from an East African soda lake,"van Solingen P, Meijer D, van der Kleij WA, Barnett C, Bolle R, Power SD, Jones BE.",Extremophiles. 2001 Oct;5(5):333-41. doi: 10.1007/s007920100198.,van Solingen P,Extremophiles,2001,2001/11/09,,,10.1007/s007920100198
24455210,No Data,No Data,No Data,oil>MESH:D009821,Staphylococcus arlettae>29378,Modelling and Optimization Studies on a Novel Lipase Production by Staphylococcus arlettae through Submerged Fermentation,"Chauhan M, Chauhan RS, Garlapati VK.",Enzyme Res. 2013;2013:353954. doi: 10.1155/2013/353954. Epub 2013 Dec 19.,Chauhan M,Enzyme Res,2013,2014/01/24,PMC3880713,,10.1155/2013/353954
16708165,No Data,No Data,No Data,methionine>MESH:D008715;gamma-hydroxyl>-;homoserine>MESH:D006714;acetyl-coenzyme A>MESH:D000105;CoA>MESH:D000105;succinyl-CoA>-;acetate>MESH:D000085;acetyl-CoA>-;iodoacetamide>MESH:D007460;cysteine>MESH:D003545,Thermotoga maritima>2336;T. maritima>2336,Purification and characterization of Thermotoga maritima homoserine transsuccinylase indicates it is a transacetylase,"Goudarzi M, Born TL.",Extremophiles. 2006 Oct;10(5):469-78. doi: 10.1007/s00792-006-0522-3. Epub 2006 May 18.,Goudarzi M,Extremophiles,2006,2006/05/19,,,10.1007/s00792-006-0522-3
20373120,No Data,No Data,shock>MESH:D012769 ; cold>MESH:D000067390,NaCl>MESH:D012965,algae>569578;Chlamydomonas sp. ICE-L>309537;green algae>3041;brown algae>2870,Molecular cloning and expression analysis of a cytosolic Hsp70 gene from Antarctic ice algae Chlamydomonas sp. ICE-L,"Liu S, Zhang P, Cong B, Liu C, Lin X, Shen J, Huang X.",Extremophiles. 2010 May;14(3):329-37. doi: 10.1007/s00792-010-0313-8. Epub 2010 Apr 7.,Liu S,Extremophiles,2010,2010/04/08,,,10.1007/s00792-010-0313-8
23609187,No Data,No Data,alkaliphilic or alkalitolerant>No Data ; alkaliphilic>No Data ; alkaliphilic bacterial genera>MESH:D016920,water>MESH:D014867,purple non-sulfur bacteria>1224,Planktonic bacterial community composition of an extremely shallow soda pond during a phytoplankton bloom revealed by cultivation and molecular cloning,"Borsodi AK, Knáb M, Czeibert K, Márialigeti K, Vörös L, Somogyi B.",Extremophiles. 2013 Jul;17(4):575-84. doi: 10.1007/s00792-013-0540-x. Epub 2013 Apr 23.,Borsodi AK,Extremophiles,2013,2013/04/24,,,10.1007/s00792-013-0540-x
9783184,No Data,No Data,No Data,salt>MESH:D012492;carbon>MESH:D002244,Dietzia natronolimnaios>161920;Dietzia>161920;Dietzia maris>37915;D. maris>37915,"Dietzia natronolimnaios sp. nov., a new member of the genus Dietzia isolated from an east African soda lake","Duckworth AW, Grant S, Grant WD, Jones BE, Meijer D.",Extremophiles. 1998 Aug;2(3):359-66. doi: 10.1007/s007920050079.,Duckworth AW,Extremophiles,1998,1998/10/23,,,10.1007/s007920050079
17404715,No Data,No Data,No Data,sodium carbonate>MESH:C005686;sodium bicarbonate>MESH:D017693;chloride>MESH:D002712;sulfate>MESH:D013431;natron>MESH:C005686;water>MESH:D014867;carotenoids>MESH:D002338;scytonemin>MESH:C083368;chlorophyll>MESH:D002734,No Data,Raman spectroscopy of natron: shedding light on ancient Egyptian mummification,"Edwards HG, Currie KJ, Ali HR, Jorge Villar SE, David AR, Denton J.",Anal Bioanal Chem. 2007 Jun;388(3):683-9. doi: 10.1007/s00216-007-1249-4. Epub 2007 Apr 3.,Edwards HG,Anal Bioanal Chem,2007,2007/04/04,,,10.1007/s00216-007-1249-4
20890499,No Data,No Data,haloalkaliphilic bacterium Halomonas alkaliantarctica>No Data,lipopolysaccharide>MESH:D008070;salt>MESH:D012492;LPS>MESH:D008070;polysaccharide>MESH:D011134;-beta-l-Rhap-(1>-;)-alpha-l-Rhap-(>-;-alpha-l-Rhap->-;heptose>MESH:D006539,Halomonas alkaliantarctica>232346,Structural characterization of the core region from the lipopolysaccharide of the haloalkaliphilic bacterium Halomonas alkaliantarctica strain CRSS,"Pieretti G, Carillo S, Nicolaus B, Poli A, Lanzetta R, Parrilli M, Corsaro MM.",Org Biomol Chem. 2010 Dec 7;8(23):5404-10. doi: 10.1039/c0ob00516a. Epub 2010 Oct 4.,Pieretti G,Org Biomol Chem,2010,2010/10/05,,,10.1039/c0ob00516a
18335164,No Data,No Data,No Data,water>MESH:D014867;NaCl>MESH:D012965;cyano-tetrazolium chloride>-;resazurin>MESH:C005843;leucine>MESH:D007930,Psychrobacter arcticus>334543;Exiguobacterium sibiricum>332410;P. arcticus>334543;E. sibiricum>332410,"Metabolic activity of Siberian permafrost isolates, Psychrobacter arcticus and Exiguobacterium sibiricum, at low water activities","Ponder MA, Thomashow MF, Tiedje JM.",Extremophiles. 2008 Jul;12(4):481-90. doi: 10.1007/s00792-008-0151-0. Epub 2008 Mar 12.,Ponder MA,Extremophiles,2008,2008/03/13,,,10.1007/s00792-008-0151-0
12579380,No Data,No Data,No Data,DD 39>-;sodium chloride>MESH:D012965;esculin>MESH:D004929;nitrate>MESH:D009566;glycerol>MESH:D005990;carbon>MESH:D002244;ampicillin>MESH:D000667;erythromycin>MESH:D004917;nalidixic acid>MESH:D009268;C>MESH:D002244;cyclo-C>MESH:D003504,Halomonas glaciei>186761;Halomonas>186761;H. variabilis>31910;H. glaciei>186761,"Halomonas glaciei sp. nov. isolated from fast ice of Adelie Land, Antarctica","Reddy GS, Raghavan PU, Sarita NB, Prakash JS, Nagesh N, Delille D, Shivaji S.",Extremophiles. 2003 Feb;7(1):55-61. doi: 10.1007/s00792-002-0295-2. Epub 2002 Oct 10.,Reddy GS,Extremophiles,2003,2003/02/13,,,10.1007/s00792-002-0295-2
16491340,No Data,No Data,haloalkaliphilic bacteria>MESH:C537702 ; Alkalispirillum-Alkalilimnicola>No Data ; genera Alkalispirillum and Alkalilimnicola>No Data ; haloalkaliphilic>No Data,nitrate>MESH:D009566;H2>MESH:D003903;polysulfide>MESH:C032915;N2O>MESH:D009609;sulfide>MESH:D013440;acetate>MESH:D000085;nitrite>MESH:D009573;arsenite>MESH:C015001,Alkalilimnicola halodurans>133194;Alkalispirillum mobile>85925;Alkalilimnicola sp>1872450,Metabolic versatility of haloalkaliphilic bacteria from soda lakes belonging to the Alkalispirillum-Alkalilimnicola group,"Sorokin DY, Zhilina TN, Lysenko AM, Tourova TP, Spiridonova EM.",Extremophiles. 2006 Jun;10(3):213-20. doi: 10.1007/s00792-005-0487-7. Epub 2006 Feb 21.,Sorokin DY,Extremophiles,2006,2006/02/24,,,10.1007/s00792-005-0487-7
19218420,No Data,No Data,Strain SLAS-1(T>MESH:D013180 ; arrABD>No Data ; SLAS-1(T>MESH:D049932,arsenate>MESH:C025657;salt>MESH:D012492;arsenic oxyanions>-;lipids>MESH:D008055;sulfate>MESH:D013431,Halarsenatibacter silvermanii>321763;SLAS-1>321763;enrichment culture>1566338;Halorhabdus utahensis>146826,"Ecophysiology of ""Halarsenatibacter silvermanii"" strain SLAS-1T, gen. nov., sp. nov., a facultative chemoautotrophic arsenate respirer from salt-saturated Searles Lake, California","Blum JS, Han S, Lanoil B, Saltikov C, Witte B, Tabita FR, Langley S, Beveridge TJ, Jahnke L, Oremland RS.",Appl Environ Microbiol. 2009 Apr;75(7):1950-60. doi: 10.1128/AEM.02614-08. Epub 2009 Feb 13.,Blum JS,Appl Environ Microbiol,2009,2009/02/17,PMC2663212,,10.1128/AEM.02614-08
