PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30796503","Genomics of Alkaliphiles","Lebre PH, Cowan DA.","Adv Biochem Eng Biotechnol. 2020;172:135-155. doi: 10.1007/10_2018_83.","Lebre PH","Adv Biochem Eng Biotechnol","2020","2019/02/24","","","10.1007/10_2018_83"
"30716444","Comparative analysis of two sister Erythrophleum species (Leguminosae) reveal contrasting transcriptome-wide responses to early drought stress","Neji M, Gorel A, Ojeda DI, Duminil J, Kastally C, Steppe K, Fayolle A, Hardy OJ.","Gene. 2019 Apr 30;694:50-62. doi: 10.1016/j.gene.2019.01.027. Epub 2019 Feb 1.","Neji M","Gene","2019","2019/02/05","","","10.1016/j.gene.2019.01.027"
"28425950","Diversity Analysis and Bioresource Characterization of Halophilic Bacteria Isolated from a South African Saltpan","Selvarajan R, Sibanda T, Tekere M, Nyoni H, Meddows-Taylor S.","Molecules. 2017 Apr 20;22(4):657. doi: 10.3390/molecules22040657.","Selvarajan R","Molecules","2017","2017/04/21","PMC6154464","","10.3390/molecules22040657"
"30457468","What Are the Multi-Omics Mechanisms for Adaptation by Microorganisms to High Alkalinity? A Transcriptomic and Proteomic Study of a Bacillus Strain with Industrial Potential","Altinisik Kaya FE, Avci FG, Sayar NA, Kazan D, Sayar AA, Sariyar Akbulut B.","OMICS. 2018 Nov;22(11):717-732. doi: 10.1089/omi.2018.0127.","Altinisik Kaya FE","OMICS","2018","2018/11/21","","","10.1089/omi.2018.0127"
"37667571","Increased activity of core photorespiratory enzymes and CO(2) transfer conductances are associated with higher and more optimal photosynthetic rates under elevated temperatures in the extremophile Rhazya stricta","Gregory LM, Roze LV, Walker BJ.","Plant Cell Environ. 2023 Dec;46(12):3704-3720. doi: 10.1111/pce.14711. Epub 2023 Sep 4.","Gregory LM","Plant Cell Environ","2023","2023/09/05","","","10.1111/pce.14711"
"27276261","Effects of Lipid Tethering in Extremophile-Inspired Membranes on H(+)/OH(-) Flux at Room Temperature","Schroeder TBH, Leriche G, Koyanagi T, Johnson MA, Haengel KN, Eggenberger OM, Wang CL, Kim YH, Diraviyam K, Sept D, Yang J, Mayer M.","Biophys J. 2016 Jun 7;110(11):2430-2440. doi: 10.1016/j.bpj.2016.04.044.","Schroeder TBH","Biophys J","2016","2016/06/09","PMC4906265","","10.1016/j.bpj.2016.04.044"
"26242906","Planktonic and sedimentary bacterial diversity of Lake Sayram in summer","Fang L, Chen L, Liu Y, Tao W, Zhang Z, Liu H, Tang Y.","Microbiologyopen. 2015 Oct;4(5):814-25. doi: 10.1002/mbo3.281. Epub 2015 Aug 3.","Fang L","Microbiologyopen","2015","2015/08/06","PMC4618613","","10.1002/mbo3.281"
"20718295","Extremolyte-like applicability of an archaeal exopolymer, poly-gamma-L-glutamate","Yamasaki D, Minouchi Y, Ashiuchi M.","Environ Technol. 2010 Sep;31(10):1129-34. doi: 10.1080/09593331003592279.","Yamasaki D","Environ Technol","2010","2010/08/20","","","10.1080/09593331003592279"
"32157393","Fungi in glacial ice of Antarctica: diversity, distribution and bioprospecting of bioactive compounds","de Menezes GCA, Porto BA, Amorim SS, Zani CL, de Almeida Alves TM, Junior PAS, Murta SMF, Simões JC, Cota BB, Rosa CA, Rosa LH.","Extremophiles. 2020 May;24(3):367-376. doi: 10.1007/s00792-020-01161-5. Epub 2020 Mar 10.","de Menezes GCA","Extremophiles","2020","2020/03/12","","","10.1007/s00792-020-01161-5"
"32525738","Bacterial Diversity of a High-Altitude Permafrost Thaw Pond Located on Ojos del Salado (Dry Andes, Altiplano-Atacama Region)","Aszalós JM, Szabó A, Megyes M, Anda D, Nagy B, Borsodi AK.","Astrobiology. 2020 Jun;20(6):754-765. doi: 10.1089/ast.2018.2012.","Aszalós JM","Astrobiology","2020","2020/06/12","","","10.1089/ast.2018.2012"
"10879559","An obligate methylotrophic, methane-oxidizing Methylomicrobium species from a highly alkaline environment","Sorokin DY, Jones BE, Kuenen JG.","Extremophiles. 2000 Jun;4(3):145-55. doi: 10.1007/s007920070029.","Sorokin DY","Extremophiles","2000","2000/07/06","","","10.1007/s007920070029"
"28045976","Microbial Diversity and Cyanobacterial Production in Dziani Dzaha Crater Lake, a Unique Tropical Thalassohaline Environment","Leboulanger C, Agogué H, Bernard C, Bouvy M, Carré C, Cellamare M, Duval C, Fouilland E, Got P, Intertaglia L, Lavergne C, Le Floc'h E, Roques C, Sarazin G.","PLoS One. 2017 Jan 3;12(1):e0168879. doi: 10.1371/journal.pone.0168879. eCollection 2017.","Leboulanger C","PLoS One","2017","2017/01/04","PMC5207672","","10.1371/journal.pone.0168879"
"21894491","Archaea-based microbial fuel cell operating at high ionic strength conditions","Abrevaya XC, Sacco N, Mauas PJ, Cortón E.","Extremophiles. 2011 Nov;15(6):633-42. doi: 10.1007/s00792-011-0394-z. Epub 2011 Sep 6.","Abrevaya XC","Extremophiles","2011","2011/09/07","","","10.1007/s00792-011-0394-z"
"30536130","Biogeography of thermophiles and predominance of Thermus scotoductus in domestic water heaters","Wilpiszeski RL, Zhang Z, House CH.","Extremophiles. 2019 Jan;23(1):119-132. doi: 10.1007/s00792-018-1066-z. Epub 2018 Dec 8.","Wilpiszeski RL","Extremophiles","2019","2018/12/12","","","10.1007/s00792-018-1066-z"
"15064977","Phytoplankton diversity and cyanobacterial dominance in a hypereutrophic shallow lake with biologically produced alkaline pH","López-Archilla AI, Moreira D, López-García P, Guerrero C.","Extremophiles. 2004 Apr;8(2):109-15. doi: 10.1007/s00792-003-0369-9. Epub 2003 Dec 13.","López-Archilla AI","Extremophiles","2004","2004/04/06","","","10.1007/s00792-003-0369-9"
"18622572","A bacterial ice-binding protein from the Vostok ice core","Raymond JA, Christner BC, Schuster SC.","Extremophiles. 2008 Sep;12(5):713-7. doi: 10.1007/s00792-008-0178-2. Epub 2008 Jul 12.","Raymond JA","Extremophiles","2008","2008/07/16","","","10.1007/s00792-008-0178-2"
"27896501","A manganese catalase from Thermomicrobium roseum with peroxidase and catecholase activity","Baginski R, Sommerhalter M.","Extremophiles. 2017 Jan;21(1):201-210. doi: 10.1007/s00792-016-0896-9. Epub 2016 Nov 29.","Baginski R","Extremophiles","2017","2016/11/30","","","10.1007/s00792-016-0896-9"
"26588061","Salt tolerance of Beta macrocarpa is associated with efficient osmotic adjustment and increased apoplastic water content","Hamouda I, Badri M, Mejri M, Cruz C, Siddique KH, Hessini K.","Plant Biol (Stuttg). 2016 May;18(3):369-75. doi: 10.1111/plb.12419. Epub 2015 Dec 15.","Hamouda I","Plant Biol (Stuttg)","2016","2015/11/21","","","10.1111/plb.12419"
"22887673","Whole-genome shotgun sequencing of the extremophile Alkalibacillus haloalkaliphilus C-5, of Indian origin","Rawal CM, Raval VH, Bhimani HD, Bhensdadia DV, Kothari CR, Patel AB, Bhatt VD, Parmar NR, Sajnani MR, Koringa PG, Joshi CG, Kothari RK, Singh SP.","J Bacteriol. 2012 Sep;194(17):4775. doi: 10.1128/JB.01031-12.","Rawal CM","J Bacteriol","2012","2012/08/14","PMC3415526","","10.1128/JB.01031-12"
"10972192","A new facultatively autotrophic hydrogen- and sulfur-oxidizing bacterium from an alkaline environment","Sorokin DY, Tourova TP, Kuenen JG.","Extremophiles. 2000 Aug;4(4):237-45. doi: 10.1007/pl00010715.","Sorokin DY","Extremophiles","2000","2000/09/06","","","10.1007/pl00010715"
"33030592","Genomic analysis of Caldalkalibacillus thermarum TA2.A1 reveals aerobic alkaliphilic metabolism and evolutionary hallmarks linking alkaliphilic bacteria and plant life","de Jong SI, van den Broek MA, Merkel AY, de la Torre Cortes P, Kalamorz F, Cook GM, van Loosdrecht MCM, McMillan DGG.","Extremophiles. 2020 Nov;24(6):923-935. doi: 10.1007/s00792-020-01205-w. Epub 2020 Oct 8.","de Jong SI","Extremophiles","2020","2020/10/08","PMC7561548","","10.1007/s00792-020-01205-w"
"31025057","Trends in extracellular serine proteases of bacteria as detergent bioadditive: alternate and environmental friendly tool for detergent industry","Salwan R, Sharma V.","Arch Microbiol. 2019 Sep;201(7):863-877. doi: 10.1007/s00203-019-01662-8. Epub 2019 Apr 26.","Salwan R","Arch Microbiol","2019","2019/04/27","","","10.1007/s00203-019-01662-8"
"27891113","The Impact of Silver Nanoparticles Produced by Bacillus pumilus As Antimicrobial and Nematicide","Mahmoud WM, Abdelmoneim TS, Elazzazy AM.","Front Microbiol. 2016 Nov 10;7:1746. doi: 10.3389/fmicb.2016.01746. eCollection 2016.","Mahmoud WM","Front Microbiol","2016","2016/11/29","PMC5102886","","10.3389/fmicb.2016.01746"
"22311159","Effects of trace element concentrations on culturing thermophiles","Meyer-Dombard DR, Shock EL, Amend JP.","Extremophiles. 2012 Mar;16(2):317-31. doi: 10.1007/s00792-012-0432-5. Epub 2012 Feb 4.","Meyer-Dombard DR","Extremophiles","2012","2012/02/08","","","10.1007/s00792-012-0432-5"
"24927538","Requirements and limits for life in the context of exoplanets","McKay CP.","Proc Natl Acad Sci U S A. 2014 Sep 2;111(35):12628-33. doi: 10.1073/pnas.1304212111. Epub 2014 Jun 9.","McKay CP","Proc Natl Acad Sci U S A","2014","2014/06/14","PMC4156692","","10.1073/pnas.1304212111"
"15959626","Bacterial diversity and carbonate precipitation in the giant microbialites from the highly alkaline Lake Van, Turkey","López-García P, Kazmierczak J, Benzerara K, Kempe S, Guyot F, Moreira D.","Extremophiles. 2005 Aug;9(4):263-74. doi: 10.1007/s00792-005-0457-0. Epub 2005 Jun 15.","López-García P","Extremophiles","2005","2005/06/17","","","10.1007/s00792-005-0457-0"
"37668803","Vertical segregation and phylogenetic characterization of archaea and archaeal ammonia monooxygenase gene in the water column of the western Arctic Ocean","Vipindas PV, Jabir T, Venkatachalam S, Yang EJ, Jain A, Krishnan KP.","Extremophiles. 2023 Sep 5;27(3):24. doi: 10.1007/s00792-023-01310-6.","Vipindas PV","Extremophiles","2023","2023/09/05","","","10.1007/s00792-023-01310-6"
"37474779","Rhizosphere microbiomes of resurrection plants Ramonda serbica and R. nathaliae: comparative analysis and search for bacteria mitigating drought stress in wheat (Triticum aestivum L.)","Lozo J, Ristović N, Kungulovski G, Jovanović Ž, Rakić T, Stanković S, Radović S.","World J Microbiol Biotechnol. 2023 Jul 21;39(10):256. doi: 10.1007/s11274-023-03702-4.","Lozo J","World J Microbiol Biotechnol","2023","2023/07/20","","","10.1007/s11274-023-03702-4"
"31087168","Dual bloom of green algae and purple bacteria in an extremely shallow soda pan","Korponai K, Szabó A, Somogyi B, Boros E, Borsodi AK, Jurecska L, Vörös L, Felföldi T.","Extremophiles. 2019 Jul;23(4):467-477. doi: 10.1007/s00792-019-01098-4. Epub 2019 May 13.","Korponai K","Extremophiles","2019","2019/05/16","PMC6557878","","10.1007/s00792-019-01098-4"
"32528424","Discovery and Characterization of a New Cold-Active Protease From an Extremophilic Bacterium via Comparative Genome Analysis and in vitro Expression","Perfumo A, Freiherr von Sass GJ, Nordmann EL, Budisa N, Wagner D.","Front Microbiol. 2020 May 13;11:881. doi: 10.3389/fmicb.2020.00881. eCollection 2020.","Perfumo A","Front Microbiol","2020","2020/06/13","PMC7247812","","10.3389/fmicb.2020.00881"
"28478604","Membrane lipids and soluble sugars dynamics of the alkaliphilic fungus Sodiomyces tronii in response to ambient pH","Bondarenko SA, Ianutsevich EA, Danilova OA, Grum-Grzhimaylo AA, Kotlova ER, Kamzolkina OV, Bilanenko EN, Tereshina VM.","Extremophiles. 2017 Jul;21(4):743-754. doi: 10.1007/s00792-017-0940-4. Epub 2017 May 6.","Bondarenko SA","Extremophiles","2017","2017/05/08","","","10.1007/s00792-017-0940-4"
"22295871","Caspase-1 inhibitors from an extremophilic fungus that target specific leukemia cell lines","Stierle AA, Stierle DB, Girtsman T.","J Nat Prod. 2012 Mar 23;75(3):344-50. doi: 10.1021/np200414c. Epub 2012 Feb 1.","Stierle AA","J Nat Prod","2012","2012/02/03","PMC3330824","NIHMS354528","10.1021/np200414c"
"24214268","The Thellungiella salsuginea tonoplast aquaporin TsTIP1;2 functions in protection against multiple abiotic stresses","Wang LL, Chen AP, Zhong NQ, Liu N, Wu XM, Wang F, Yang CL, Romero MF, Xia GX.","Plant Cell Physiol. 2014 Jan;55(1):148-61. doi: 10.1093/pcp/pct166. Epub 2013 Nov 9.","Wang LL","Plant Cell Physiol","2014","2013/11/12","PMC3894706","","10.1093/pcp/pct166"
"29450709","Biofilm formation and potential for iron cycling in serpentinization-influenced groundwater of the Zambales and Coast Range ophiolites","Meyer-Dombard DR, Casar CP, Simon AG, Cardace D, Schrenk MO, Arcilla CA.","Extremophiles. 2018 May;22(3):407-431. doi: 10.1007/s00792-018-1005-z. Epub 2018 Feb 15.","Meyer-Dombard DR","Extremophiles","2018","2018/02/17","","","10.1007/s00792-018-1005-z"
"32424739","Cloning, Characterization, and Structural Modeling of an Extremophilic Bacterial Lipase Isolated from Saline Habitats of the Thar Desert","Verma S, Kumar R, Kumar P, Sharma D, Gahlot H, Sharma PK, Meghwanshi GK.","Appl Biochem Biotechnol. 2020 Oct;192(2):557-572. doi: 10.1007/s12010-020-03329-3. Epub 2020 May 18.","Verma S","Appl Biochem Biotechnol","2020","2020/05/20","","","10.1007/s12010-020-03329-3"
"20091326","Biodiversity of air-borne microorganisms at Halley Station, Antarctica","Pearce DA, Hughes KA, Lachlan-Cope T, Harangozo SA, Jones AE.","Extremophiles. 2010 Mar;14(2):145-59. doi: 10.1007/s00792-009-0293-8. Epub 2010 Jan 21.","Pearce DA","Extremophiles","2010","2010/01/22","","","10.1007/s00792-009-0293-8"
"31407121","Identification of a novel protease from the thermophilic Anoxybacillus kamchatkensis M1V and its application as laundry detergent additive","Mechri S, Bouacem K, Zaraî Jaouadi N, Rekik H, Ben Elhoul M, Omrane Benmrad M, Hacene H, Bejar S, Bouanane-Darenfed A, Jaouadi B.","Extremophiles. 2019 Nov;23(6):687-706. doi: 10.1007/s00792-019-01123-6. Epub 2019 Aug 12.","Mechri S","Extremophiles","2019","2019/08/14","","","10.1007/s00792-019-01123-6"
"28764042","Enzymatic production of dietary nucleotides from low-soluble purine bases by an efficient, thermostable and alkali-tolerant biocatalyst","Del Arco J, Cejudo-Sanches J, Esteban I, Clemente-Suárez VJ, Hormigo D, Perona A, Fernández-Lucas J.","Food Chem. 2017 Dec 15;237:605-611. doi: 10.1016/j.foodchem.2017.05.136. Epub 2017 May 29.","Del Arco J","Food Chem","2017","2017/08/03","","","10.1016/j.foodchem.2017.05.136"
"37499824","Muddying the unexplored post-industrial waters: Biodiversity and conservation potential of freshwater habitats in fly ash sedimentation lagoons","Kolar V, Chmelová E, Bílková M, Borovec J, Carreira BM, Černý M, Ditrich T, Horká P, Hrivniak Ľ, Hrubý F, Jan J, Landeira-Dabarca A, Lepšová-Skácelová O, Musilová Z, Otáhalová Š, Poláková M, Polášková V, Sacherová V, Špaček J, Sroka P, Vebrová L, Boukal DS, Tropek R.","Sci Total Environ. 2023 Nov 20;900:165803. doi: 10.1016/j.scitotenv.2023.165803. Epub 2023 Jul 25.","Kolar V","Sci Total Environ","2023","2023/07/27","","","10.1016/j.scitotenv.2023.165803"
"15064991","Diversity of Kenyan soda lake alkaliphiles assessed by molecular methods","Rees HC, Grant WD, Jones BE, Heaphy S.","Extremophiles. 2004 Feb;8(1):63-71. doi: 10.1007/s00792-003-0361-4. Epub 2003 Oct 29.","Rees HC","Extremophiles","2004","2004/04/06","","","10.1007/s00792-003-0361-4"
"12486457","Thermal stability of aminoacyl-tRNAs in aqueous solutions","Stepanov VG, Nyborg J.","Extremophiles. 2002 Dec;6(6):485-90. doi: 10.1007/s00792-002-0285-4. Epub 2002 Sep 4.","Stepanov VG","Extremophiles","2002","2002/12/18","","","10.1007/s00792-002-0285-4"
"37890823","Deciphering the evolvement of microbial communities from hydrothermal vent sediments in a global change perspective","Rizzo C, Arcadi E, Calogero R, Ciro Rappazzo A, Caruso G, Maimone G, Lo Giudice A, Romeo T, Andaloro F.","Environ Res. 2024 Jan 1;240(Pt 1):117514. doi: 10.1016/j.envres.2023.117514. Epub 2023 Oct 27.","Rizzo C","Environ Res","2024","2023/10/27","","","10.1016/j.envres.2023.117514"
"24430481","Humboldt's spa: microbial diversity is controlled by temperature in geothermal environments","Sharp CE, Brady AL, Sharp GH, Grasby SE, Stott MB, Dunfield PF.","ISME J. 2014 Jun;8(6):1166-74. doi: 10.1038/ismej.2013.237. Epub 2014 Jan 16.","Sharp CE","ISME J","2014","2014/01/17","PMC4030231","","10.1038/ismej.2013.237"
"15022105","A new subtilisin family: nucleotide and deduced amino acid sequences of new high-molecular-mass alkaline proteases from Bacillus spp","Okuda M, Sumitomo N, Takimura Y, Ogawa A, Saeki K, Kawai S, Kobayashi T, Ito S.","Extremophiles. 2004 Jun;8(3):229-35. doi: 10.1007/s00792-004-0381-8. Epub 2004 Mar 12.","Okuda M","Extremophiles","2004","2004/03/17","","","10.1007/s00792-004-0381-8"
"36937286","Elevated inorganic carbon and salinity enhances photosynthesis and ATP synthesis in picoalga Picocystis salinarum as revealed by label free quantitative proteomics","Singh J, Kaushik S, Maharana C, Jhingan GD, Dhar DW.","Front Microbiol. 2023 Mar 3;14:1059199. doi: 10.3389/fmicb.2023.1059199. eCollection 2023.","Singh J","Front Microbiol","2023","2023/03/20","PMC10020504","","10.3389/fmicb.2023.1059199"
"26941731","Metagenomic Insights into the Uncultured Diversity and Physiology of Microbes in Four Hypersaline Soda Lake Brines","Vavourakis CD, Ghai R, Rodriguez-Valera F, Sorokin DY, Tringe SG, Hugenholtz P, Muyzer G.","Front Microbiol. 2016 Feb 25;7:211. doi: 10.3389/fmicb.2016.00211. eCollection 2016.","Vavourakis CD","Front Microbiol","2016","2016/03/05","PMC4766312","","10.3389/fmicb.2016.00211"
"27278384","Multiwalled carbon nanotubes enter broccoli cells enhancing growth and water uptake of plants exposed to salinity","Martínez-Ballesta MC, Zapata L, Chalbi N, Carvajal M.","J Nanobiotechnology. 2016 Jun 8;14(1):42. doi: 10.1186/s12951-016-0199-4.","Martínez-Ballesta MC","J Nanobiotechnology","2016","2016/06/10","PMC4898372","","10.1186/s12951-016-0199-4"
"27484342","Comparative Transcriptomic Analysis of the Response of Dunaliella acidophila (Chlorophyta) to Short-Term Cadmium and Chronic Natural Metal-Rich Water Exposures","Puente-Sánchez F, Olsson S, Aguilera A.","Microb Ecol. 2016 Oct;72(3):595-607. doi: 10.1007/s00248-016-0824-7. Epub 2016 Aug 2.","Puente-Sánchez F","Microb Ecol","2016","2016/08/04","","","10.1007/s00248-016-0824-7"
"20407798","Desulfurispira natronophila gen. nov. sp. nov.: an obligately anaerobic dissimilatory sulfur-reducing bacterium from soda lakes","Sorokin DY, Muyzer G.","Extremophiles. 2010 Jul;14(4):349-55. doi: 10.1007/s00792-010-0314-7. Epub 2010 Apr 21.","Sorokin DY","Extremophiles","2010","2010/04/22","PMC2898105","","10.1007/s00792-010-0314-7"
"38252174","Effects of small heat shock proteins from thermotolerant bacteria on the stress resistance of Escherichia coli to temperature, pH, and hyperosmolarity","Sato Y, Okano K, Honda K.","Extremophiles. 2024 Jan 22;28(1):12. doi: 10.1007/s00792-023-01326-y.","Sato Y","Extremophiles","2024","2024/01/22","PMC10803503","","10.1007/s00792-023-01326-y"
"31781937","Evidence that tolerance of Eutrema salsugineum to low phosphate conditions is hard-wired by constitutive metabolic and root-associated adaptations","Velasco VME, Irani S, Axakova A, da Silva R, Summers PS, Weretilnyk EA.","Planta. 2019 Nov 28;251(1):18. doi: 10.1007/s00425-019-03314-z.","Velasco VME","Planta","2019","2019/11/30","","","10.1007/s00425-019-03314-z"
"25308761","Comparative profiling of membrane lipids during water stress in Thellungiella salsuginea and its relative Arabidopsis thaliana","Yu B, Li W.","Phytochemistry. 2014 Dec;108:77-86. doi: 10.1016/j.phytochem.2014.09.012. Epub 2014 Oct 9.","Yu B","Phytochemistry","2014","2014/10/14","","","10.1016/j.phytochem.2014.09.012"
"23568449","Archaeal and bacterial diversity in two hot spring microbial mats from a geothermal region in Romania","Coman C, Drugă B, Hegedus A, Sicora C, Dragoş N.","Extremophiles. 2013 May;17(3):523-34. doi: 10.1007/s00792-013-0537-5. Epub 2013 Apr 9.","Coman C","Extremophiles","2013","2013/04/10","","","10.1007/s00792-013-0537-5"
"18401746","Isolation of novel alkaliphilic bacillus strains for cyclodextrin glucanotransferase production","Atanasova N, Petrova P, Ivanova V, Yankov D, Vassileva A, Tonkova A.","Appl Biochem Biotechnol. 2008 May;149(2):155-67. doi: 10.1007/s12010-007-8128-5. Epub 2008 Jan 29.","Atanasova N","Appl Biochem Biotechnol","2008","2008/04/11","","","10.1007/s12010-007-8128-5"
"32050135","In situ effects of Lathyrus sativus- PGPR to remediate and restore quality and fertility of Pb and Cd polluted soils","Abdelkrim S, Jebara SH, Saadani O, Abid G, Taamalli W, Zemni H, Mannai K, Louati F, Jebara M.","Ecotoxicol Environ Saf. 2020 Apr 1;192:110260. doi: 10.1016/j.ecoenv.2020.110260. Epub 2020 Feb 9.","Abdelkrim S","Ecotoxicol Environ Saf","2020","2020/02/13","","","10.1016/j.ecoenv.2020.110260"
"22583823","Ectopic expression of a bacterium NhaD-type Na+/H+ antiporter leads to increased tolerance to combined salt/alkali stresses","Zhong NQ, Han LB, Wu XM, Wang LL, Wang F, Ma YH, Xia GX.","J Integr Plant Biol. 2012 Jun;54(6):412-21. doi: 10.1111/j.1744-7909.2012.01129.x.","Zhong NQ","J Integr Plant Biol","2012","2012/05/16","","","10.1111/j.1744-7909.2012.01129.x"
"30282060","A correlative approach, combining chlorophyll a fluorescence, reflectance, and Raman spectroscopy, for monitoring hydration induced changes in Antarctic lichen Dermatocarpon polyphyllizum","Mishra KB, Vítek P, Barták M.","Spectrochim Acta A Mol Biomol Spectrosc. 2019 Feb 5;208:13-23. doi: 10.1016/j.saa.2018.09.036. Epub 2018 Sep 21.","Mishra KB","Spectrochim Acta A Mol Biomol Spectrosc","2019","2018/10/04","","","10.1016/j.saa.2018.09.036"
"29018969","Biomineralisation of carbonate and sulphate by the halophilic bacterium Halomonas maura at different manganese concentrations","Rivadeneyra A, Gonzalez-Martinez A, Portela GR, Martin-Ramos DJ, Gonzalez-Lopez J, Rivadeneyra MA.","Extremophiles. 2017 Nov;21(6):1049-1056. doi: 10.1007/s00792-017-0965-8. Epub 2017 Oct 10.","Rivadeneyra A","Extremophiles","2017","2017/10/12","","","10.1007/s00792-017-0965-8"
"29681022","The unique GH5 cellulase member in the extreme halotolerant fungus Aspergillus glaucus CCHA is an endoglucanase with multiple tolerance to salt, alkali and heat: prospects for straw degradation applications","Li Z, Pei X, Zhang Z, Wei Y, Song Y, Chen L, Liu S, Zhang SH.","Extremophiles. 2018 Jul;22(4):675-685. doi: 10.1007/s00792-018-1028-5. Epub 2018 Apr 21.","Li Z","Extremophiles","2018","2018/04/23","","","10.1007/s00792-018-1028-5"
"27903085","Bio-medically active zinc oxide nanoparticles synthesized by using extremophilic actinobacterium, Streptomyces sp. (MA30) and its characterization","Shanmugasundaram T, Balagurunathan R.","Artif Cells Nanomed Biotechnol. 2017 Dec;45(8):1521-1529. doi: 10.1080/21691401.2016.1260577. Epub 2016 Nov 30.","Shanmugasundaram T","Artif Cells Nanomed Biotechnol","2017","2016/12/02","","","10.1080/21691401.2016.1260577"
"27351338","Environmental Factors Modulating the Stability and Enzymatic Activity of the Petrotoga mobilis Esterase (PmEst)","Lopes JL, Yoneda JS, Martins JM, DeMarco R, Jameson DM, Castro AM, Bossolan NR, Wallace BA, Araujo AP.","PLoS One. 2016 Jun 28;11(6):e0158146. doi: 10.1371/journal.pone.0158146. eCollection 2016.","Lopes JL","PLoS One","2016","2016/06/29","PMC4924860","","10.1371/journal.pone.0158146"
"31236718","Purification and biochemical characterization of a novel thermostable and halotolerant subtilisin SAPN, a serine protease from Melghiribacillus thermohalophilus Nari2A(T) for chitin extraction from crab and shrimp shell by-products","Mechri S, Bouacem K, Jabeur F, Mohamed S, Addou NA, Dab A, Bouraoui A, Bouanane-Darenfed A, Bejar S, Hacène H, Baciou L, Lederer F, Jaouadi B.","Extremophiles. 2019 Sep;23(5):529-547. doi: 10.1007/s00792-019-01105-8. Epub 2019 Jun 24.","Mechri S","Extremophiles","2019","2019/06/26","","","10.1007/s00792-019-01105-8"
"25450641","Switching an anti-IgG binding site between archaeal extremophilic proteins results in Affitins with enhanced pH stability","Béhar G, Pacheco S, Maillasson M, Mouratou B, Pecorari F.","J Biotechnol. 2014 Dec 20;192 Pt A:123-9. doi: 10.1016/j.jbiotec.2014.10.006.","Béhar G","J Biotechnol","2014","2014/12/03","","","10.1016/j.jbiotec.2014.10.006"
"24292445","Diversity and abundance of the arsenite oxidase gene aioA in geothermal areas of Tengchong, Yunnan, China","Jiang Z, Li P, Jiang D, Wu G, Dong H, Wang Y, Li B, Wang Y, Guo Q.","Extremophiles. 2014 Jan;18(1):161-70. doi: 10.1007/s00792-013-0608-7. Epub 2013 Nov 30.","Jiang Z","Extremophiles","2014","2013/12/03","","","10.1007/s00792-013-0608-7"
"27215207","Identification and characterization of yeasts isolated from sedimentary rocks of Union Glacier at the Antarctica","Barahona S, Yuivar Y, Socias G, Alcaíno J, Cifuentes V, Baeza M.","Extremophiles. 2016 Jul;20(4):479-91. doi: 10.1007/s00792-016-0838-6. Epub 2016 May 23.","Barahona S","Extremophiles","2016","2016/05/25","","","10.1007/s00792-016-0838-6"
"27059740","Substantial Variability of Multiple Microbial Communities Collected at Similar Acidic Mine Water Outlets","Falteisek L, Duchoslav V, Čepička I.","Microb Ecol. 2016 Jul;72(1):163-174. doi: 10.1007/s00248-016-0760-6. Epub 2016 Apr 8.","Falteisek L","Microb Ecol","2016","2016/04/10","","","10.1007/s00248-016-0760-6"
"16808526","Berkelic acid, a novel spiroketal with selective anticancer activity from an acid mine waste fungal extremophile","Stierle AA, Stierle DB, Kelly K.","J Org Chem. 2006 Jul 7;71(14):5357-60. doi: 10.1021/jo060018d.","Stierle AA","J Org Chem","2006","2006/07/01","","","10.1021/jo060018d"
"12910386","Cultivation and properties of Echinamoeba thermarum n. sp., an extremely thermophilic amoeba thriving in hot springs","Baumgartner M, Yapi A, Gröbner-Ferreira R, Stetter KO.","Extremophiles. 2003 Aug;7(4):267-74. doi: 10.1007/s00792-003-0319-6. Epub 2003 Mar 28.","Baumgartner M","Extremophiles","2003","2003/08/12","","","10.1007/s00792-003-0319-6"
"16601914","Molecular identification of a novel beta-1,3-glucanase from alkaliphilic Nocardiopsis sp. strain F96","Masuda S, Endo K, Koizumi N, Hayami T, Fukazawa T, Yatsunami R, Fukui T, Nakamura S.","Extremophiles. 2006 Jun;10(3):251-5. doi: 10.1007/s00792-006-0514-3. Epub 2006 Apr 7.","Masuda S","Extremophiles","2006","2006/04/08","","","10.1007/s00792-006-0514-3"
"21600188","The Na(+)-translocating F₁F₀-ATPase from the halophilic, alkalithermophile Natranaerobius thermophilus","Mesbah NM, Wiegel J.","Biochim Biophys Acta. 2011 Sep;1807(9):1133-42. doi: 10.1016/j.bbabio.2011.05.001. Epub 2011 May 10.","Mesbah NM","Biochim Biophys Acta","2011","2011/05/24","","","10.1016/j.bbabio.2011.05.001"
"27010414","Physiological and leaf metabolome changes in the xerohalophyte species Atriplex halimus induced by salinity","Bendaly A, Messedi D, Smaoui A, Ksouri R, Bouchereau A, Abdelly C.","Plant Physiol Biochem. 2016 Jun;103:208-18. doi: 10.1016/j.plaphy.2016.02.037. Epub 2016 Feb 27.","Bendaly A","Plant Physiol Biochem","2016","2016/03/25","","","10.1016/j.plaphy.2016.02.037"
